"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs1464297-<b>T</b>,"1 x 10-13",,0.649,'-,"0.0109 unit decrease",[0.008-0.0138],"RPL9P13, RN7SL283P","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:139896180
rs74787922-<b>A</b>,"9 x 10-11",,0.9333,'-,"0.0182 unit increase",[0.013-0.024],LRP1B,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:140841112
rs7597412-<b>C</b>,"2 x 10-9",,0.3688,'-,"0.0088 unit increase",[0.0059-0.0117],LRP1B,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:141311445
rs77609760-<b>A</b>,"8 x 10-17",,0.9346,'-,"0.0236 unit increase",[0.018-0.029],LRP1B,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:141601381
rs10181071-<b>A</b>,"3 x 10-8",,0.8265,'-,"0.0102 unit increase",[0.0065-0.0139],LRP1B,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:142105261
rs7561705-<b>A</b>,"3 x 10-8",,0.472,'-,"0.0078 unit increase",[0.0051-0.0105],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:142688903
rs1320139-<b>C</b>,"8 x 10-26",,0.427,'-,"0.0149 unit decrease",[0.012-0.018],ARHGAP15,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:143400608
rs10928190-<b>T</b>,"8 x 10-10",,0.452,'-,"0.0087 unit decrease",[0.006-0.0114],ARHGAP15,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:143618464
rs73961845-<b>A</b>,"3 x 10-15",,0.617,'-,"0.0114 unit decrease",[0.0087-0.0141],ARHGAP15,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:143721414
rs34624793-<b>T</b>,"2 x 10-8",,0.8636,'-,"0.0116 unit increase",[0.0075-0.0157],GTDC1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:144159237
rs6711399-<b>T</b>,"1 x 10-8",,0.1779,'-,"0.0107 unit decrease",[0.007-0.0144],"SATB2-AS1, LINC01877","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:199598117
rs1729412-<b>T</b>,"4 x 10-14",,0.4224,'-,"0.0107 unit decrease",[0.008-0.0134],SPATS2L,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:200218875
rs4675248-<b>A</b>,"5 x 10-11",,0.3995,'-,"0.0094 unit decrease",[0.0067-0.0121],"FZD7, RNU6-440P","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:202015507
rs6435326-<b>A</b>,"8 x 10-11",,0.5148,'-,"0.0091 unit decrease",[0.0064-0.0118],NDUFS1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:206137835
rs10192834-<b>T</b>,"2 x 10-8",,0.655,'-,"0.0083 unit increase",[0.0054-0.0112],"FASTKD2, CPO","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:206860892
rs62182994-<b>T</b>,"3 x 10-19",,0.6894,'-,"0.0137 unit increase",[0.011-0.017],ERBB4,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:211734578
rs6757087-<b>T</b>,"3 x 10-9",,0.5755,'-,"0.0085 unit decrease",[0.0058-0.0112],ERBB4,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:211815798
rs7597126-<b>T</b>,"2 x 10-11",,0.4915,'-,"0.0094 unit decrease",[0.0067-0.0121],SPAG16,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:214144634
rs16851779-<b>T</b>,"9 x 10-9",,0.9246,'-,"0.0153 unit decrease",[0.01-0.021],SPAG16,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:214325226
rs4673840-<b>T</b>,"6 x 10-13",,0.842,'-,"0.0138 unit decrease",[0.01-0.018],VWC2L,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:214498517
rs34967082-<b>A</b>,"2 x 10-8",,0.4161,'-,"0.008 unit decrease",[0.0053-0.0107],"VWC2L-IT1, VWC2L","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:214517930
rs57016874-<b>T</b>,"2 x 10-8",,0.0387,'-,"0.0209 unit increase",[0.014-0.028],SPEG,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:219445390
rs1542354-<b>A</b>,"3 x 10-9",,0.4764,'-,"0.0084 unit decrease",[0.0057-0.0111],RBMS1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:220949365
rs13016316-<b>A</b>,"2 x 10-8",,0.0908,'-,"0.0138 unit decrease",[0.0091-0.0185],CUL3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:224472471
rs11687736-<b>A</b>,"5 x 10-12",,0.6764,'-,"0.0105 unit decrease",[0.0076-0.0134],CUL3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:224540405
rs57148205-<b>A</b>,"5 x 10-9",,0.2438,'-,"0.0095 unit increase",[0.0064-0.0126],DOCK10,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:224824704
rs13015496-<b>C</b>,"5 x 10-11",,0.1842,'-,"0.0119 unit increase",[0.0084-0.0154],NYAP2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:225425989
rs12694681-<b>T</b>,"2 x 10-11",,0.6883,'-,"0.0102 unit increase",[0.0073-0.0131],"MIR5702, NYAP2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:225744525
rs4500930-<b>T</b>,"2 x 10-13",,0.3449,'-,"0.0109 unit decrease",[0.008-0.0138],SPHKAP,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:228120789
rs74747621-<b>T</b>,"6 x 10-12",,0.1124,'-,"0.0153 unit increase",[0.011-0.02],SPHKAP,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:228197152
rs12467175-<b>T</b>,"7 x 10-9",,0.4923,'-,"0.0081 unit decrease",[0.0054-0.0108],SNF8P1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:228325144
rs6704768-<b>A</b>,"2 x 10-16",,0.5648,'-,"0.0116 unit decrease",[0.0089-0.0143],GIGYF2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:232727791
rs35811586-<b>T</b>,"5 x 10-12",,0.0547,'-,"0.0217 unit increase",[0.016-0.028],NGEF,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:232879084
rs2250660-<b>C</b>,"1 x 10-8",,0.5009,'-,"0.008 unit increase",[0.0053-0.0107],NGEF,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:232887841
rs4663617-<b>A</b>,"4 x 10-10",,0.235,'-,"0.0104 unit increase",[0.0071-0.0137],AGAP1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,2:235835982
rs72624911-<b>T</b>,"6 x 10-17",,0.0475,'-,"0.0282 unit increase",[0.022-0.035],IMPDH2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49027143
rs150252215-<b>A</b>,"4 x 10-9",,0.0437,'-,"0.0204 unit increase",[0.014-0.027],"C3orf62, IHO1","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49258801
rs116656374-<b>T</b>,"3 x 10-10",,0.0373,'-,"0.0242 unit decrease",[0.017-0.032],RHOA,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49375833
rs9859556-<b>T</b>,"5 x 10-82",,0.3132,'-,"0.029 unit increase",[0.026-0.032],AMT,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49418553
rs138484388-<b>T</b>,"1 x 10-9",,0.0224,'-,"0.0306 unit decrease",[0.021-0.041],DAG1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49473830
rs62262671-<b>A</b>,"2 x 10-25",,0.8634,'-,"0.0213 unit increase",[0.017-0.025],BSN,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49612440
rs77719387-<b>A</b>,"4 x 10-12",,0.0174,'-,"0.0403 unit decrease",[0.029-0.052],"ACTL11P, MST1R","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49879588
rs111226181-<b>T</b>,"1 x 10-27",,0.1773,'-,"0.0201 unit decrease",[0.017-0.024],MST1R,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:49894327
rs2014830-<b>T</b>,"5 x 10-13",,0.3139,'-,"0.011 unit increase",[0.0081-0.0139],SEMA3F-AS1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:50134964
rs2526398-<b>C</b>,"2 x 10-51",,0.3468,'-,"0.0222 unit decrease",[0.019-0.025],SEMA3F-AS1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:50150163
rs736471-<b>T</b>,"5 x 10-9",,0.4653,'-,"0.0083 unit increase",[0.0056-0.011],CACNA2D2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:50481961
rs11720093-<b>T</b>,"6 x 10-9",,0.0809,'-,"0.015 unit increase",[0.0099-0.0201],"C3orf18, CACNA2D2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:50524611
rs11716398-<b>A</b>,"2 x 10-14",,0.8663,'-,"0.0159 unit increase",[0.012-0.02],"MAPKAPK3, LINC02019","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:50662284
rs182355396-<b>A</b>,"4 x 10-10",,0.0084,'-,"0.0525 unit decrease",[0.036-0.069],DOCK3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:50883026
rs150421637-<b>A</b>,"1 x 10-8",,0.0169,'-,"0.0349 unit increase",[0.023-0.047],DOCK3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:51010190
rs74453875-<b>A</b>,"6 x 10-9",,0.0392,'-,"0.0214 unit increase",[0.014-0.029],"DUSP7, RPL29","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:52012691
rs2336721-<b>T</b>,"1 x 10-10",,0.3778,'-,"0.0095 unit increase",[0.0066-0.0124],SFMBT1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:52994359
rs62252819-<b>A</b>,"1 x 10-8",,0.7522,'-,"0.0094 unit decrease",[0.0061-0.0127],CACNA1D,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:53406101
rs4687735-<b>T</b>,"2 x 10-9",,0.0475,'-,"0.02 unit decrease",[0.014-0.026],CACNA1D,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:53650344
rs11130380-<b>T</b>,"4 x 10-10",,0.6135,'-,"0.009 unit increase",[0.0063-0.0117],CACNA1D,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:53724923
rs6445633-<b>A</b>,"6 x 10-9",,0.3127,'-,"0.0088 unit increase",[0.0059-0.0117],CACNA2D3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:54196611
rs7625428-<b>T</b>,"1 x 10-11",,0.6036,'-,"0.0098 unit increase",[0.0071-0.0125],"ERC2, CCDC66","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:56536879
rs2736752-<b>T</b>,"3 x 10-8",,0.7869,'-,"0.0095 unit increase",[0.0062-0.0128],FHIT,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:60831661
rs6774533-<b>T</b>,"4 x 10-9",,0.6985,'-,"0.009 unit increase",[0.0061-0.0119],CADPS,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:62485411
rs853286-<b>T</b>,"4 x 10-8",,0.8921,'-,"0.0124 unit increase",[0.0079-0.0169],PRICKLE2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:64299826
rs7640424-<b>T</b>,"1 x 10-13",,0.3063,'-,"0.0113 unit increase",[0.0084-0.0142],"CD47, LINC01215","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:108101216
rs114958262-<b>T</b>,"1 x 10-8",,0.035,'-,"0.022 unit decrease",[0.014-0.03],HHLA2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:108320451
rs2290601-<b>T</b>,"4 x 10-19",,0.772,'-,"0.0149 unit decrease",[0.012-0.018],MYH15,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:108393913
rs115693355-<b>A</b>,"7 x 10-9",,0.0192,'-,"0.0309 unit increase",[0.021-0.041],CIP2A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:108565367
rs7430651-<b>T</b>,"9 x 10-13",,0.2863,'-,"0.0111 unit decrease",[0.008-0.0142],LSAMP,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:116863339
rs11917701-<b>A</b>,"9 x 10-10",,0.4041,'-,"0.0087 unit decrease",[0.006-0.0114],RNU6-1200P,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:117455721
rs2088913-<b>A</b>,"1 x 10-8",,0.5732,'-,"0.0081 unit increase",[0.0054-0.0108],"RNU6-1200P, LINC02024","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:117591222
rs1717204-<b>A</b>,"1 x 10-10",,0.1818,'-,"0.0117 unit decrease",[0.0082-0.0152],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:118742298
rs6792805-<b>A</b>,"2 x 10-8",,0.7356,'-,"0.009 unit decrease",[0.0059-0.0121],IGSF11,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:118956349
rs2332179-<b>A</b>,"3 x 10-9",,0.861,'-,"0.0121 unit increase",[0.0082-0.016],MIX23,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:122360583
rs11720985-<b>T</b>,"3 x 10-8",,0.306,'-,"0.0085 unit increase",[0.0056-0.0114],KPNA1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:122495198
rs34067381-<b>T</b>,"1 x 10-12",,0.3617,'-,"0.0104 unit decrease",[0.0075-0.0133],MYLK,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:123875572
rs7630133-<b>A</b>,"3 x 10-8",,0.6553,'-,"0.0082 unit increase",[0.0053-0.0111],KALRN,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:124204441
rs9821664-<b>A</b>,"5 x 10-8",,0.2105,'-,"0.0094 unit increase",[0.0061-0.0127],PRR20G,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:127284267
rs9289300-<b>T</b>,"1 x 10-17",,0.8412,'-,"0.0164 unit decrease",[0.013-0.02],"LINC02016, LINC01471","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:127426145
rs2929860-<b>T</b>,"1 x 10-9",,0.1878,'-,"0.011 unit increase",[0.0075-0.0145],CFAP92,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:128973098
rs7650602-<b>T</b>,"3 x 10-10",,0.5599,'-,"0.0089 unit decrease",[0.0062-0.0116],ZBTB38,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:141428572
rs2885198-<b>A</b>,"5 x 10-10",,0.5318,'-,"0.0088 unit increase",[0.0061-0.0115],"SLC9A9, DIPK2A","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:143917579
rs12054166-<b>C</b>,"2 x 10-9",,0.7399,'-,"0.0096 unit increase",[0.0065-0.0127],"LINC01214, TSC22D2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:150375658
rs73874335-<b>T</b>,"1 x 10-9",,0.0607,'-,"0.0178 unit decrease",[0.012-0.023],RSRC1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:158215694
rs7617204-<b>A</b>,"4 x 10-12",,0.5223,'-,"0.0097 unit decrease",[0.007-0.0124],B3GALNT1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:161104181
rs9858921-<b>A</b>,"5 x 10-10",,0.4661,'-,"0.0087 unit decrease",[0.006-0.0114],LINC02067,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:161431158
rs893522-<b>A</b>,"1 x 10-9",,0.9112,'-,"0.0149 unit increase",[0.01-0.0198],LINC01322,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:165842830
rs13099165-<b>T</b>,"1 x 10-11",,0.2029,'-,"0.0118 unit decrease",[0.0085-0.0151],LINC01997,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,3:169022637
